,ts,project,offer_title,goal,payouts,sub1,sub2,sub3,sub4,sub5,sub6,affiliate
0,2021-03-25 14:15:20,Lime,Lime CPA,Займ средний,1800,99e85a6ccd97af38b3c98b7ipPoMAOme,,gogogo,,,,Mastertarget
1,2021-03-25 00:05:10,Lime,Lime CPA,Займ хороший,3000,284eb4d0ee734c758118e3e68efmy73x,,gogogo,,,,Mastertarget
2,2021-03-21 21:21:26,Lime,Lime CPA,Займ хороший,3000,57110067d1e65129b7ff155vvlQ0sp0P,,gogogo,,,,Mastertarget
3,2021-03-17 19:41:19,Lime,Lime CPA,Займ хороший,3000,9f30dae91d892b1ac1ec0855c1wFD6HS,,gogogo,,,,Mastertarget
4,2021-03-16 08:00:51,Lime,Lime CPA,Займ хороший,3000,0b3b9ffc90d53847d415a363fc9cb7bc,,gogogo,,,,Mastertarget
5,2021-03-07 05:45:16,Lime,Lime CPA,Займ хороший,3000,116f2a4e60a6e97b16172fz5m0Iw4mtn,,gogogo,,,,Mastertarget
6,2021-03-03 08:31:18,Lime,Lime CPA,Займ хороший,3000,c01e788454baa34385c8bCiDF5Y06XGX,,gogogo,,,,Mastertarget
