,ts,project,offer_title,goal,payouts,sub1,sub2,sub3,sub4,sub5,sub6,affiliate
0,2021-03-31 14:53:20,Lime,Lime CPA,Займ средний,1800,adb24f762f37b4b981766540a65cae145a468726,,1761,,,,Liknot
1,2021-03-17 22:01:02,Lime,Lime CPA,Займ хороший,3000,861841318d4b09341ce37cdd6781392dc62267e8,,1667,,,,Liknot
2,2021-03-13 12:01:28,Lime,Lime CPA,Займ хороший,3000,37c2cce218534678b9c215afcc09b3df5dca3539,,359,,,,Liknot
3,2021-03-04 20:01:23,Lime,Lime CPA,Займ средний,1800,1b4767ca76b88d0b39ca805258136e680acb25f9,,359,,,,Liknot
4,2021-03-03 17:01:08,Lime,Lime CPA,Займ средний,1800,5933347e1d7875ceac90094dd6efb2cfbb221b8c,,1761,,,,Liknot
